"",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif","y.position","xmin","xmax"
"1","BC_dist","V1_V2","V1_V3",11,8,46,0.904,0.904,"ns",1.05528,1,2
"2","BC_dist","V1_V2","V2_V3",11,7,34,0.724,0.904,"ns",1.1397,1,3
"3","BC_dist","V1_V3","V2_V3",8,7,25,0.779,0.904,"ns",1.22412,2,3
