"","baseMean","log2FoldChange","lfcSE","padj","Phylum","Class","Family","Genus"
"ASV120",14.677454703264,-22.8905244401616,3.01573009087359,5.16746333487473e-12,"Firmicutes","Clostridia","Peptostreptococcaceae","Clostridioides"
