"",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif","y.position","xmin","xmax"
"1","BC_dist","V1_V2","V1_V3",11,9,39,0.456,1,"ns",0.9594,1,2
"2","BC_dist","V1_V2","V2_V3",11,8,36,0.545,1,"ns",0.9765,1,3
"3","BC_dist","V1_V3","V2_V3",9,8,40,0.743,1,"ns",0.9936,2,3
