"","Sample_A","Sample_B","BC_distances"
"1373","10P7V2","10P15V1A",0.852098667960736
"1374","10P7V3","10P15V1A",0.994207347172667
"1375","10P7V3A","10P15V1A",0.745101177784103
"1376","10P8V1","10P15V1A",0.988515340474642
"1377","10P8V1A","10P15V1A",0.907546991725345
"1378","10P8V2","10P15V1A",0.986326915905208
"1379","10P8V2A","10P15V1A",0.778251111877338
"1380","10P9V1","10P15V1A",0.993894034645614
"1381","10P9V1A","10P15V1A",0.994549284171059
"1382","10P9V1B","10P15V1A",0.898355836131388
"1383","10P9V2","10P15V1A",0.997873978226605
"1384","10P9V2A","10P15V1A",0.963439957239834
"1385","10P9V3","10P15V1A",0.994235669262966
"1386","10P9V3A","10P15V1A",0.816455821347301
"1387","10P10V1","10P15V2",0.735147234961686
"1388","10P10V2","10P15V2",0.670450352929241
"1389","10P10V2A","10P15V2",0.928488407195565
"1390","10P11V1","10P15V2",0.666775337653428
"1391","10P11V1A","10P15V2",0.960809168919096
"1392","10P11V2","10P15V2",0.642875810620423
"1393","10P12V1","10P15V2",0.70706730646391
"1394","10P12V1A","10P15V2",0.980536900505767
"1395","10P13V1","10P15V2",0.980496451865535
"1396","10P13V2","10P15V2",0.987369764765714
"1397","10P14V1","10P15V2",0.504394625163966
"1398","10P14V1A","10P15V2",0.992775162838108
"1399","10P14V2","10P15V2",0.47902424828721
"1400","10P14V2A","10P15V2",0.942852468901085
"1401","10P14V3","10P15V2",0.561040369669771
"1402","10P14V3A","10P15V2",0.952431973225018
"1403","10P15V1","10P15V2",0.355111308947497
"1404","10P15V1A","10P15V2",0.984334045932817
"1405","10P15V2","10P15V2",0
"1406","10P15V2A","10P15V2",0.955449789729544
"1407","10P15V3","10P15V2",0.283288335819734
"1408","10P15V3A","10P15V2",0.979935305015303
"1409","10P16V1","10P15V2",0.955238566441178
"1410","10P16V2","10P15V2",0.949646025284689
"1411","10P17V1","10P15V2",0.99002493765586
"1412","10P17V3A","10P15V2",0.991692677070828
"1413","10P17V3","10P15V2",0.683491191998019
"1414","10P18V1","10P15V2",0.684208576356791
"1415","10P18V1A","10P15V2",0.971475388628965
"1416","10P18V2","10P15V2",0.55071372708935
"1417","10P18V3","10P15V2",0.673701591816159
"1418","10P18V3A","10P15V2",0.939308927258723
"1419","10P1V1","10P15V2",0.990511608508272
"1420","10P1V2","10P15V2",0.999394428744449
"1421","10P2V1","10P15V2",0.785384855211863
"1422","10P2V1A","10P15V2",0.817088059573252
"1423","10P2V2","10P15V2",0.807291560071551
"1424","10P2V2A","10P15V2",0.80221098559473
"1425","10P2V2B","10P15V2",0.99526381842508
"1426","10P2V3","10P15V2",0.759835942564002
"1427","10P2V3A","10P15V2",0.887918076146897
"1428","10P3V1","10P15V2",0.524448415982683
"1429","10P3V1A","10P15V2",0.99525706381978
"1430","10P3V2","10P15V2",0.74269626580483
"1431","10P3V2A","10P15V2",0.987165435669023
"1432","10P2V3B","10P15V2",0.991107949823632
"1433","10P3V3A","10P15V2",0.995529128221106
"1434","10P4V1","10P15V2",0.529642785872725
"1435","10P4V1A","10P15V2",0.942805995173596
"1436","10P4V2","10P15V2",0.597135481002322
"1437","10P4V2A","10P15V2",0.955218864487465
"1438","10P4V3","10P15V2",0.45406547059624
"1439","10P4V3A","10P15V2",0.95105111284145
"1440","10P5V1","10P15V2",0.734292119028654
"1441","10P5V2","10P15V2",0.988481745759446
"1442","10P6V1","10P15V2",0.544087377275509
"1443","10P6V1A","10P15V2",0.924874302327933
"1444","10P6V2","10P15V2",0.721882408649928
"1445","10P6V2A","10P15V2",1
"1446","10P6V3","10P15V2",0.694335995809432
"1447","10P6V3A","10P15V2",0.945128222121802
"1448","10P7V1","10P15V2",0.735405645399965
"1449","10P7V1A","10P15V2",0.997128224764275
"1450","10P7V2","10P15V2",0.958846143315768
"1451","10P7V3","10P15V2",0.65020123041401
"1452","10P7V3A","10P15V2",0.994522909957654
"1453","10P8V1","10P15V2",0.769829540734569
"1454","10P8V1A","10P15V2",0.997676665912782
"1455","10P8V2","10P15V2",0.636530532746528
"1456","10P8V2A","10P15V2",0.924876914771432
"1457","10P9V1","10P15V2",0.787447624407065
"1458","10P9V1A","10P15V2",0.717501242700702
"1459","10P9V1B","10P15V2",0.997002269710077
"1460","10P9V2","10P15V2",0.795088662287514
"1461","10P9V2A","10P15V2",1
"1462","10P9V3","10P15V2",0.848866411316511
"1463","10P9V3A","10P15V2",0.999724800866046
"1464","10P10V1","10P15V2A",0.967846055989316
"1465","10P10V2","10P15V2A",0.955497757259502
"1466","10P10V2A","10P15V2A",0.822688336735543
"1467","10P11V1","10P15V2A",0.96820654267167
"1468","10P11V1A","10P15V2A",0.817907040336786
"1469","10P11V2","10P15V2A",0.979303453571976
"1470","10P12V1","10P15V2A",0.977091749388336
"1471","10P12V1A","10P15V2A",0.724186095646049
"1472","10P13V1","10P15V2A",0.81824495459898
"1473","10P13V2","10P15V2A",0.833751074373745
"1474","10P14V1","10P15V2A",0.959269984275881
"1475","10P14V1A","10P15V2A",0.749792599942249
"1476","10P14V2","10P15V2A",0.956300737771633
"1477","10P14V2A","10P15V2A",0.737206661254654
"1478","10P14V3","10P15V2A",0.950424088088999
"1479","10P14V3A","10P15V2A",0.748244378057483
"1480","10P15V1","10P15V2A",0.965184093383034
"1481","10P15V1A","10P15V2A",0.582117106086628
"1482","10P15V2","10P15V2A",0.955449789729544
"1483","10P15V2A","10P15V2A",0
"1484","10P15V3","10P15V2A",0.948079338644707
"1485","10P15V3A","10P15V2A",0.629518811231941
"1486","10P16V1","10P15V2A",0.636271890608953
"1487","10P16V2","10P15V2A",0.699297078260675
"1488","10P17V1","10P15V2A",0.830731359895887
"1489","10P17V3A","10P15V2A",0.808753899942181
"1490","10P17V3","10P15V2A",0.966473804759968
"1491","10P18V1","10P15V2A",0.966893401554539
"1492","10P18V1A","10P15V2A",0.849122046015718
"1493","10P18V2","10P15V2A",0.962879079205859
"1494","10P18V3","10P15V2A",0.965540715085499
"1495","10P18V3A","10P15V2A",0.855277113356116
"1496","10P1V1","10P15V2A",0.800949541833451
"1497","10P1V2","10P15V2A",0.880883054235225
"1498","10P2V1","10P15V2A",0.989585689805675
"1499","10P2V1A","10P15V2A",0.9924870756098
"1500","10P2V2","10P15V2A",0.981992223268405
"1501","10P2V2A","10P15V2A",0.989272722492375
"1502","10P2V2B","10P15V2A",0.886880372591253
"1503","10P2V3","10P15V2A",0.977713994676019
"1504","10P2V3A","10P15V2A",0.991346492290183
"1505","10P3V1","10P15V2A",0.962932978940376
"1506","10P3V1A","10P15V2A",0.865032434413105
"1507","10P3V2","10P15V2A",0.97612064286987
"1508","10P3V2A","10P15V2A",0.776820369578748
"1509","10P2V3B","10P15V2A",0.829531326296472
"1510","10P3V3A","10P15V2A",0.905682738821251
"1511","10P4V1","10P15V2A",0.961454418610696
"1512","10P4V1A","10P15V2A",0.720974314593462
"1513","10P4V2","10P15V2A",0.961410432515556
"1514","10P4V2A","10P15V2A",0.733333564639459
"1515","10P4V3","10P15V2A",0.96435994174418
"1516","10P4V3A","10P15V2A",0.783691003593169
"1517","10P5V1","10P15V2A",0.987730862413128
"1518","10P5V2","10P15V2A",0.704477462092611
"1519","10P6V1","10P15V2A",0.953630411136053
"1520","10P6V1A","10P15V2A",0.763399660868406
"1521","10P6V2","10P15V2A",0.985976802616075
"1522","10P6V2A","10P15V2A",0.789926510273997
"1523","10P6V3","10P15V2A",0.967215767193726
"1524","10P6V3A","10P15V2A",0.765462192182169
"1525","10P7V1","10P15V2A",0.992031175585484
"1526","10P7V1A","10P15V2A",0.951714586405612
"1527","10P7V2","10P15V2A",0.879633671390484
"1528","10P7V3","10P15V2A",0.988332840391188
"1529","10P7V3A","10P15V2A",0.862196371363505
"1530","10P8V1","10P15V2A",0.985928042917289
"1531","10P8V1A","10P15V2A",0.882076956175778
"1532","10P8V2","10P15V2A",0.954861792967233
"1533","10P8V2A","10P15V2A",0.770363829036282
"1534","10P9V1","10P15V2A",0.987451721723674
"1535","10P9V1A","10P15V2A",0.989373776379163
"1536","10P9V1B","10P15V2A",0.956606188510179
"1537","10P9V2","10P15V2A",0.988010977899755
"1538","10P9V2A","10P15V2A",0.985362800327411
"1539","10P9V3","10P15V2A",0.990524118724488
"1540","10P9V3A","10P15V2A",0.89776089962297
"1541","10P10V1","10P15V3",0.741095352406754
"1542","10P10V2","10P15V3",0.652430434173509
"1543","10P10V2A","10P15V3",0.922203205227945
"1544","10P11V1","10P15V3",0.672786269972074
"1545","10P11V1A","10P15V3",0.961578721280285
"1546","10P11V2","10P15V3",0.649912378654026
"1547","10P12V1","10P15V3",0.640604999103621
"1548","10P12V1A","10P15V3",0.98015332415399
"1549","10P13V1","10P15V3",0.980317789729216
"1550","10P13V2","10P15V3",0.986945304245519
"1551","10P14V1","10P15V3",0.513576107497755
"1552","10P14V1A","10P15V3",0.992479349811443
"1553","10P14V2","10P15V3",0.523514909342873
"1554","10P14V2A","10P15V3",0.943654702627141
"1555","10P14V3","10P15V3",0.500357464546628
"1556","10P14V3A","10P15V3",0.951516162689087
"1557","10P15V1","10P15V3",0.460696402225639
"1558","10P15V1A","10P15V3",0.984039762053406
"1559","10P15V2","10P15V3",0.283288335819734
"1560","10P15V2A","10P15V3",0.948079338644707
"1561","10P15V3","10P15V3",0
"1562","10P15V3A","10P15V3",0.979756642878985
"1563","10P16V1","10P15V3",0.96063935771737
"1564","10P16V2","10P15V3",0.933696491000409
"1565","10P17V1","10P15V3",0.99002493765586
"1566","10P17V3A","10P15V3",0.991692677070828
"1567","10P17V3","10P15V3",0.716616310371224
"1568","10P18V1","10P15V3",0.676801442127574
"1569","10P18V1A","10P15V3",0.970979495914275
"1570","10P18V2","10P15V3",0.549270640280188
"1571","10P18V3","10P15V3",0.671196944627801
"1572","10P18V3A","10P15V3",0.923392883203166
"1573","10P1V1","10P15V3",0.990544401773297
"1574","10P1V2","10P15V3",0.999394428744449
"1575","10P2V1","10P15V3",0.790592741589828
"1576","10P2V1A","10P15V3",0.818486160884117
"1577","10P2V2","10P15V3",0.779825640850468
"1578","10P2V2A","10P15V3",0.803539162908968
"1579","10P2V2B","10P15V3",0.99433114414103
"1580","10P2V3","10P15V3",0.748705933169187
"1581","10P2V3A","10P15V3",0.873484442578903
"1582","10P3V1","10P15V3",0.546231777300822
"1583","10P3V1A","10P15V3",0.994838189244575
"1584","10P3V2","10P15V3",0.76023947181052
"1585","10P3V2A","10P15V3",0.986986773532705
"1586","10P2V3B","10P15V3",0.991465558050528
"1587","10P3V3A","10P15V3",0.995350466084787
"1588","10P4V1","10P15V3",0.512569040747011
"1589","10P4V1A","10P15V3",0.9351944213929
"1590","10P4V2","10P15V3",0.643323592888185
"1591","10P4V2A","10P15V3",0.959060003735625
"1592","10P4V3","10P15V3",0.536168428325156
"1593","10P4V3A","10P15V3",0.956249883229149
"1594","10P5V1","10P15V3",0.748080720873376
"1595","10P5V2","10P15V3",0.98647253055872
"1596","10P6V1","10P15V3",0.467063735407743
"1597","10P6V1A","10P15V3",0.928945657345061
"1598","10P6V2","10P15V3",0.644824687168071
"1599","10P6V2A","10P15V3",1
"1600","10P6V3","10P15V3",0.581459144376607
"1601","10P6V3A","10P15V3",0.942357728426321
"1602","10P7V1","10P15V3",0.825758520345806
"1603","10P7V1A","10P15V3",0.997128224764275
"1604","10P7V2","10P15V3",0.965082550854923
"1605","10P7V3","10P15V3",0.735886078749514
"1606","10P7V3A","10P15V3",0.994522909957654
"1607","10P8V1","10P15V3",0.711226525037475
"1608","10P8V1A","10P15V3",0.997676665912782
"1609","10P8V2","10P15V3",0.61601172437327
"1610","10P8V2A","10P15V3",0.924783739369359
"1611","10P9V1","10P15V3",0.792727203511041
"1612","10P9V1A","10P15V3",0.788462760712944
"1613","10P9V1B","10P15V3",0.997002269710077
"1614","10P9V2","10P15V3",0.858447507459018
"1615","10P9V2A","10P15V3",1
"1616","10P9V3","10P15V3",0.758393177799096
"1617","10P9V3A","10P15V3",0.999829112409857
"1618","10P10V1","10P15V3A",0.980665950590763
"1619","10P10V2","10P15V3A",0.980248239646736
"1620","10P10V2A","10P15V3A",0.854404419251616
"1621","10P11V1","10P15V3A",0.98073457719724
"1622","10P11V1A","10P15V3A",0.848861619457449
"1623","10P11V2","10P15V3A",0.98400582269746
"1624","10P12V1","10P15V3A",0.985689868616401
"1625","10P12V1A","10P15V3A",0.77998435787473
"1626","10P13V1","10P15V3A",0.824923962771316
"1627","10P13V2","10P15V3A",0.829703009353735
"1628","10P14V1","10P15V3A",0.981083661534789
"1629","10P14V1A","10P15V3A",0.822304487202073
"1630","10P14V2","10P15V3A",0.974853149890624
"1631","10P14V2A","10P15V3A",0.810042957646314
"1632","10P14V3","10P15V3A",0.978971379991853
"1633","10P14V3A","10P15V3A",0.83136592115363
"1634","10P15V1","10P15V3A",0.98098534600749
"1635","10P15V1A","10P15V3A",0.745603616757712
"1636","10P15V2","10P15V3A",0.979935305015303
"1637","10P15V2A","10P15V3A",0.629518811231941
"1638","10P15V3","10P15V3A",0.979756642878985
"1639","10P15V3A","10P15V3A",0
"1640","10P16V1","10P15V3A",0.798782260310274
"1641","10P16V2","10P15V3A",0.797643450212025
"1642","10P17V1","10P15V3A",0.86266755874246
"1643","10P17V3A","10P15V3A",0.888186151653644
"1644","10P17V3","10P15V3A",0.981083661534789
"1645","10P18V1","10P15V3A",0.98083956505178
"1646","10P18V1A","10P15V3A",0.913978649968141
"1647","10P18V2","10P15V3A",0.980248239646736
"1648","10P18V3","10P15V3A",0.980248239646736
"1649","10P18V3A","10P15V3A",0.898001591735268
"1650","10P1V1","10P15V3A",0.845212842271647
"1651","10P1V2","10P15V3A",0.902541037167192
"1652","10P2V1","10P15V3A",0.995463508505485
"1653","10P2V1A","10P15V3A",0.996433902964973
"1654","10P2V2","10P15V3A",0.99379119142059
"1655","10P2V2A","10P15V3A",0.994247763682413
"1656","10P2V2B","10P15V3A",0.922796584567933
"1657","10P2V3","10P15V3A",0.992005911609781
"1658","10P2V3A","10P15V3A",0.997309601181362
"1659","10P3V1","10P15V3A",0.981083661534789
"1660","10P3V1A","10P15V3A",0.901360071365819
"1661","10P3V2","10P15V3A",0.98251638657047
"1662","10P3V2A","10P15V3A",0.828138983833434
"1663","10P2V3B","10P15V3A",0.882426638189609
"1664","10P3V3A","10P15V3A",0.943523685850211
"1665","10P4V1","10P15V3A",0.980902677166811
"1666","10P4V1A","10P15V3A",0.841819941330244
"1667","10P4V2","10P15V3A",0.980247188957079
"1668","10P4V2A","10P15V3A",0.852453133309097
"1669","10P4V3","10P15V3A",0.981105979967268
"1670","10P4V3A","10P15V3A",0.869020909589946
"1671","10P5V1","10P15V3A",0.98718843551918
"1672","10P5V2","10P15V3A",0.775951648030751
"1673","10P6V1","10P15V3A",0.980935141773846
"1674","10P6V1A","10P15V3A",0.801770753470066
"1675","10P6V2","10P15V3A",0.997225308071415
"1676","10P6V2A","10P15V3A",0.85386436250237
"1677","10P6V3","10P15V3A",0.983697761335999
"1678","10P6V3A","10P15V3A",0.863163076994483
"1679","10P7V1","10P15V3A",0.99922425110395
"1680","10P7V1A","10P15V3A",0.969207450870374
"1681","10P7V2","10P15V3A",0.927282144684352
"1682","10P7V3","10P15V3A",0.997449193675456
"1683","10P7V3A","10P15V3A",0.894489101667735
"1684","10P8V1","10P15V3A",0.988276588459004
"1685","10P8V1A","10P15V3A",0.926340927045162
"1686","10P8V2","10P15V3A",0.979996966221584
"1687","10P8V2A","10P15V3A",0.847519647157359
"1688","10P9V1","10P15V3A",0.994159952511927
"1689","10P9V1A","10P15V3A",0.994787337951204
"1690","10P9V1B","10P15V3A",0.94276442394296
"1691","10P9V2","10P15V3A",0.999283924095954
"1692","10P9V2A","10P15V3A",0.96237409618625
"1693","10P9V3","10P15V3A",0.998861786372105
"1694","10P9V3A","10P15V3A",0.918041100319312
"1695","10P10V1","10P16V1",0.990731581954731
"1696","10P10V2","10P16V1",0.979074475682067
"1697","10P10V2A","10P16V1",0.847281140514024
"1698","10P11V1","10P16V1",0.991152740322924
"1699","10P11V1A","10P16V1",0.717094519961227
"1700","10P11V2","10P16V1",0.98975659603878
"1701","10P12V1","10P16V1",0.989140006219799
"1702","10P12V1A","10P16V1",0.590302330482451
"1703","10P13V1","10P16V1",0.789550387165914
"1704","10P13V2","10P16V1",0.80301327099134
"1705","10P14V1","10P16V1",0.96357798142148
"1706","10P14V1A","10P16V1",0.632616494453458
"1707","10P14V2","10P16V1",0.971113745060015
"1708","10P14V2A","10P16V1",0.683756751405143
"1709","10P14V3","10P16V1",0.948164843431377
"1710","10P14V3A","10P16V1",0.747889777703613
"1711","10P15V1","10P16V1",0.97808998967824
"1712","10P15V1A","10P16V1",0.756988772585259
"1713","10P15V2","10P16V1",0.955238566441178
"1714","10P15V2A","10P16V1",0.636271890608953
"1715","10P15V3","10P16V1",0.96063935771737
"1716","10P15V3A","10P16V1",0.798782260310274
"1717","10P16V1","10P16V1",0
"1718","10P16V2","10P16V1",0.565731684233448
"1719","10P17V1","10P16V1",0.690200467282476
"1720","10P17V3A","10P16V1",0.62514221459193
"1721","10P17V3","10P16V1",0.986170569224599
"1722","10P18V1","10P16V1",0.989066061425536
"1723","10P18V1A","10P16V1",0.7948200269561
"1724","10P18V2","10P16V1",0.969591762530237
"1725","10P18V3","10P16V1",0.982234862286044
"1726","10P18V3A","10P16V1",0.761274493550632
"1727","10P1V1","10P16V1",0.688133395321119
"1728","10P1V2","10P16V1",0.792476156988379
"1729","10P2V1","10P16V1",0.989906499311472
"1730","10P2V1A","10P16V1",0.99039357846289
"1731","10P2V2","10P16V1",0.985646382251632
"1732","10P2V2A","10P16V1",0.988265392836104
"1733","10P2V2B","10P16V1",0.773719706571418
"1734","10P2V3","10P16V1",0.98203170013704
"1735","10P2V3A","10P16V1",0.987619912709118
"1736","10P3V1","10P16V1",0.965420694717889
"1737","10P3V1A","10P16V1",0.72169319748304
"1738","10P3V2","10P16V1",0.983011923329856
"1739","10P3V2A","10P16V1",0.653530513874864
"1740","10P2V3B","10P16V1",0.70696311524741
"1741","10P3V3A","10P16V1",0.770466951055966
"1742","10P4V1","10P16V1",0.975718341073456
"1743","10P4V1A","10P16V1",0.745554962289182
"1744","10P4V2","10P16V1",0.967002518798179
"1745","10P4V2A","10P16V1",0.734844164538445
"1746","10P4V3","10P16V1",0.959708331628805
"1747","10P4V3A","10P16V1",0.727095534745541
"1748","10P5V1","10P16V1",0.994693513963883
"1749","10P5V2","10P16V1",0.672893469850831
"1750","10P6V1","10P16V1",0.948393829455672
"1751","10P6V1A","10P16V1",0.703502823065556
"1752","10P6V2","10P16V1",0.962425922335442
"1753","10P6V2A","10P16V1",0.726706653310938
"1754","10P6V3","10P16V1",0.969400903056524
"1755","10P6V3A","10P16V1",0.747421659994021
"1756","10P7V1","10P16V1",0.995907066329602
"1757","10P7V1A","10P16V1",0.986665056368167
"1758","10P7V2","10P16V1",0.864209983191326
"1759","10P7V3","10P16V1",0.977024268445426
"1760","10P7V3A","10P16V1",0.920284531664904
"1761","10P8V1","10P16V1",0.992218321768314
"1762","10P8V1A","10P16V1",0.852399767728002
"1763","10P8V2","10P16V1",0.950454250015997
"1764","10P8V2A","10P16V1",0.629993424446852
"1765","10P9V1","10P16V1",0.989329542056602
"1766","10P9V1A","10P16V1",0.992763926884354
"1767","10P9V1B","10P16V1",0.844025314780867
"1768","10P9V2","10P16V1",0.996415770609319
"1769","10P9V2A","10P16V1",0.851103775080754
"1770","10P9V3","10P16V1",0.995898456167296
"1771","10P9V3A","10P16V1",0.808723366801576
"1772","10P10V1","10P16V2",0.96656195102484
"1773","10P10V2","10P16V2",0.927577730354682
"1774","10P10V2A","10P16V2",0.815108489342012
"1775","10P11V1","10P16V2",0.971215584235853
"1776","10P11V1A","10P16V2",0.531729206368785
"1777","10P11V2","10P16V2",0.982611140493541
"1778","10P12V1","10P16V2",0.984978632848771
"1779","10P12V1A","10P16V2",0.633136891754323
"1780","10P13V1","10P16V2",0.788247876019588
"1781","10P13V2","10P16V2",0.742804670214074
"1782","10P14V1","10P16V2",0.958358270349485
"1783","10P14V1A","10P16V2",0.655869553124433
"1784","10P14V2","10P16V2",0.921497238601569
"1785","10P14V2A","10P16V2",0.680432989088724
"1786","10P14V3","10P16V2",0.955655238182203
"1787","10P14V3A","10P16V2",0.743086924534964
"1788","10P15V1","10P16V2",0.975106388445177
"1789","10P15V1A","10P16V2",0.710540942679948
"1790","10P15V2","10P16V2",0.949646025284689
"1791","10P15V2A","10P16V2",0.699297078260675
"1792","10P15V3","10P16V2",0.933696491000409
"1793","10P15V3A","10P16V2",0.797643450212025
"1794","10P16V1","10P16V2",0.565731684233448
"1795","10P16V2","10P16V2",0
"1796","10P17V1","10P16V2",0.722036020400297
"1797","10P17V3A","10P16V2",0.54892221174377
"1798","10P17V3","10P16V2",0.966842249174633
"1799","10P18V1","10P16V2",0.931956436137692
"1800","10P18V1A","10P16V2",0.7169664804354
"1801","10P18V2","10P16V2",0.92697568339502
"1802","10P18V3","10P16V2",0.936108418025851
"1803","10P18V3A","10P16V2",0.60602738970831
"1804","10P1V1","10P16V2",0.705201795049526
"1805","10P1V2","10P16V2",0.777915837291728
"1806","10P2V1","10P16V2",0.99523579879238
"1807","10P2V1A","10P16V2",0.996650125548704
"1808","10P2V2","10P16V2",0.992470441878291
"1809","10P2V2A","10P16V2",0.993797055857247
"1810","10P2V2B","10P16V2",0.76767475380282
"1811","10P2V3","10P16V2",0.989964319465494
"1812","10P2V3A","10P16V2",0.996624653755896
"1813","10P3V1","10P16V2",0.929873848564251
"1814","10P3V1A","10P16V2",0.625387006261928
"1815","10P3V2","10P16V2",0.982169330873357
"1816","10P3V2A","10P16V2",0.577382319687092
"1817","10P2V3B","10P16V2",0.660264212648211
"1818","10P3V3A","10P16V2",0.718191841683145
"1819","10P4V1","10P16V2",0.927861616309809
"1820","10P4V1A","10P16V2",0.759546319474343
"1821","10P4V2","10P16V2",0.927888694067444
"1822","10P4V2A","10P16V2",0.743590414619545
"1823","10P4V3","10P16V2",0.938014410911002
"1824","10P4V3A","10P16V2",0.821443018809745
"1825","10P5V1","10P16V2",0.988042017701351
"1826","10P5V2","10P16V2",0.625236005903321
"1827","10P6V1","10P16V2",0.927623949362777
"1828","10P6V1A","10P16V2",0.665884083269116
"1829","10P6V2","10P16V2",0.994265651630083
"1830","10P6V2A","10P16V2",0.615135220847596
"1831","10P6V3","10P16V2",0.982160140871438
"1832","10P6V3A","10P16V2",0.759394607513876
"1833","10P7V1","10P16V2",0.9995948026689
"1834","10P7V1A","10P16V2",0.99247238143405
"1835","10P7V2","10P16V2",0.914448109100784
"1836","10P7V3","10P16V2",0.995205300083104
"1837","10P7V3A","10P16V2",0.933682731560357
"1838","10P8V1","10P16V2",0.987532078178817
"1839","10P8V1A","10P16V2",0.71246657699638
"1840","10P8V2","10P16V2",0.936508947428931
"1841","10P8V2A","10P16V2",0.511187580694269
"1842","10P9V1","10P16V2",0.994202374352888
"1843","10P9V1A","10P16V2",0.993123256716692
"1844","10P9V1B","10P16V2",0.930794610666457
"1845","10P9V2","10P16V2",0.997974013344499
"1846","10P9V2A","10P16V2",0.981806075150108
"1847","10P9V3","10P16V2",0.997433750236365
"1848","10P9V3A","10P16V2",0.794300795881012
"1849","10P10V1","10P17V1",0.990194006509151
"1850","10P10V2","10P17V1",0.990125960782422
"1851","10P10V2A","10P17V1",0.833132669403779
"1852","10P11V1","10P17V1",0.990194006509151
"1853","10P11V1A","10P17V1",0.749859333916568
"1854","10P11V2","10P17V1",0.989756987650106
"1855","10P12V1","10P17V1",0.988790231179264
"1856","10P12V1A","10P17V1",0.691201070010793
"1857","10P13V1","10P17V1",0.783257871206582
"1858","10P13V2","10P17V1",0.752399155643442
"1859","10P14V1","10P17V1",0.99002493765586
"1860","10P14V1A","10P17V1",0.688104779896953
"1861","10P14V2","10P17V1",0.99002493765586
"1862","10P14V2A","10P17V1",0.626003152124529
"1863","10P14V3","10P17V1",0.99002493765586
"1864","10P14V3A","10P17V1",0.706863172995195
"1865","10P15V1","10P17V1",0.990194006509151
"1866","10P15V1A","10P17V1",0.762530390085322
"1867","10P15V2","10P17V1",0.99002493765586
"1868","10P15V2A","10P17V1",0.830731359895887
"1869","10P15V3","10P17V1",0.99002493765586
"1870","10P15V3A","10P17V1",0.86266755874246
"1871","10P16V1","10P17V1",0.690200467282476
"1872","10P16V2","10P17V1",0.722036020400297
"1873","10P17V1","10P17V1",0
"1874","10P17V3A","10P17V1",0.639078150555205
"1875","10P17V3","10P17V1",0.99002493765586
"1876","10P18V1","10P17V1",0.989900187156858
"1877","10P18V1A","10P17V1",0.749612217842464
"1878","10P18V2","10P17V1",0.99002493765586
"1879","10P18V3","10P17V1",0.99002493765586
"1880","10P18V3A","10P17V1",0.74769985386088
"1881","10P1V1","10P17V1",0.582293961716952
"1882","10P1V2","10P17V1",0.747115138977652
"1883","10P2V1","10P17V1",0.997910101177641
"1884","10P2V1A","10P17V1",0.998761149653122
"1885","10P2V2","10P17V1",0.99582007314872
"1886","10P2V2A","10P17V1",0.997410432258615
"1887","10P2V2B","10P17V1",0.698755373016777
"1888","10P2V3","10P17V1",0.994778949555821
"1889","10P2V3A","10P17V1",0.999396901980701
"1890","10P3V1","10P17V1",0.990194006509151
"1891","10P3V1A","10P17V1",0.783688095555945
"1892","10P3V2","10P17V1",0.990194006509151
"1893","10P3V2A","10P17V1",0.730744473498693
"1894","10P2V3B","10P17V1",0.713883312179312
"1895","10P3V3A","10P17V1",0.753042714510109
"1896","10P4V1","10P17V1",0.989903626279886
"1897","10P4V1A","10P17V1",0.69607373052964
"1898","10P4V2","10P17V1",0.987047205910651
"1899","10P4V2A","10P17V1",0.74905425079675
"1900","10P4V3","10P17V1",0.989950127863165
"1901","10P4V3A","10P17V1",0.700178298081836
"1902","10P5V1","10P17V1",0.989998004941138
"1903","10P5V2","10P17V1",0.770213318776691
"1904","10P6V1","10P17V1",0.989936090886921
"1905","10P6V1A","10P17V1",0.792735373424361
"1906","10P6V2","10P17V1",0.99924927277406
"1907","10P6V2A","10P17V1",0.740450250704245
"1908","10P6V3","10P17V1",0.989951802452233
"1909","10P6V3A","10P17V1",0.827241881261774
"1910","10P7V1","10P17V1",0.99983093114671
"1911","10P7V1A","10P17V1",0.985538212169544
"1912","10P7V2","10P17V1",0.865681041418125
"1913","10P7V3","10P17V1",0.999736520270577
"1914","10P7V3A","10P17V1",0.903131623888834
"1915","10P8V1","10P17V1",0.990647723929217
"1916","10P8V1A","10P17V1",0.896495713958832
"1917","10P8V2","10P17V1",0.98909349293615
"1918","10P8V2A","10P17V1",0.743786132805932
"1919","10P9V1","10P17V1",0.996606545184083
"1920","10P9V1A","10P17V1",0.996980845644144
"1921","10P9V1B","10P17V1",0.742781232486274
"1922","10P9V2","10P17V1",1
"1923","10P9V2A","10P17V1",0.888113895821698
"1924","10P9V3","10P17V1",1
"1925","10P9V3A","10P17V1",0.712550652742273
"1926","10P10V1","10P17V3A",0.995726290516207
"1927","10P10V2","10P17V3A",0.990808304813488
"1928","10P10V2A","10P17V3A",0.825428191503768
"1929","10P11V1","10P17V3A",0.997916971511004
"1930","10P11V1A","10P17V3A",0.61928401549299
"1931","10P11V2","10P17V3A",0.997046700079837
"1932","10P12V1","10P17V3A",0.995117815450347
"1933","10P12V1A","10P17V3A",0.649102635186076
"1934","10P13V1","10P17V3A",0.747682115900949
"1935","10P13V2","10P17V3A",0.722360756246811
"1936","10P14V1","10P17V3A",0.993373349339736
"1937","10P14V1A","10P17V3A",0.61573445170008
"1938","10P14V2","10P17V3A",0.991692677070828
"1939","10P14V2A","10P17V3A",0.717645803449685
