"","10P10V1","10P10V2","10P10V2A","10P11V1","10P11V1A","10P11V2","10P12V1","10P12V1A","10P13V1","10P13V2","10P14V1","10P14V1A","10P14V2","10P14V2A","10P14V3","10P14V3A","10P15V1","10P15V1A","10P15V2","10P15V2A","10P15V3","10P15V3A","10P16V1","10P16V2","10P17V1","10P17V3A","10P17V3","10P18V1","10P18V1A","10P18V2","10P18V3","10P18V3A","10P1V1","10P1V2","10P2V1","10P2V1A","10P2V2","10P2V2A","10P2V2B","10P2V3","10P2V3A","10P3V1","10P3V1A","10P3V2","10P3V2A","10P2V3B","10P3V3A","10P4V1","10P4V1A","10P4V2","10P4V2A","10P4V3","10P4V3A","10P5V1","10P5V2","10P6V1","10P6V1A","10P6V2","10P6V2A","10P6V3","10P6V3A","10P7V1","10P7V1A","10P7V2","10P7V3","10P7V3A","10P8V1","10P8V1A","10P8V2","10P8V2A","10P9V1","10P9V1A","10P9V1B","10P9V2","10P9V2A","10P9V3","10P9V3A"
"10P14V1",0.93189570137842,0.847191189431057,0.938552070205162,0.826456195622931,0.957097896870589,0.83620045009895,0.661559210110476,0.979861765801898,0.980809386496967,0.987682699397146,0,0.991863036603497,0.232338782542346,0.945433264630577,0.487905094958663,0.95014010557364,0.552001398794799,0.986144202925113,0.504394625163966,0.959269984275881,0.513576107497755,0.981083661534789,0.96357798142148,0.958358270349485,0.99002493765586,0.993373349339736,0.864092914444179,0.90218017123525,0.97151850973459,0.80816945524361,0.891760343175914,0.950817383824654,0.991812047128991,0.999394428744449,0.948641826294482,0.977073232848741,0.957047202384748,0.963512412170006,0.992913930176288,0.928118866223233,0.981497535086784,0.776986783055593,0.990161926271868,0.908766991127565,0.988002732762988,0.992002538294082,0.995842062852538,0.323030471397673,0.942141432054977,0.498724291884189,0.958738693198194,0.370541928473888,0.96118197587638,0.89768381659832,0.99297748625155,0.565785942327825,0.930059252311166,0.700103741803386,0.999067816359823,0.691191570158637,0.94757621532546,0.619142063378444,0.997128224764275,0.960616488634646,0.532503226823373,0.995182189314603,0.786762864967346,0.996744482272605,0.630537073791431,0.933774004980108,0.950545495562291,0.542501055968523,0.997002269710077,0.61810688881138,1,0.772048252259404,0.999384804675485
"10P14V1A",0.996778350515464,0.993293111527647,0.87529005371989,0.993452135450652,0.759079525560998,0.991498431917984,0.993139252087185,0.605340863501555,0.705408542985706,0.672284680707959,0.991863036603497,0,0.985532336878978,0.340736319904251,0.988049044950349,0.440823843467321,0.993088097469541,0.78998563841992,0.992775162838108,0.749792599942249,0.992479349811443,0.822304487202073,0.632616494453458,0.655869553124433,0.688104779896953,0.61573445170008,0.993263823805061,0.993470630591363,0.901417940642081,0.992866790903505,0.993293111527648,0.816538623970177,0.730065008076294,0.716520172087422,0.994454149912412,0.995305198387892,0.994083880037488,0.995317298957658,0.78169724468233,0.992755300145097,0.995940950715471,0.993380974695408,0.762620667479967,0.992970946579194,0.657561538033994,0.716646276820232,0.740772548289578,0.993347526487193,0.830337365737444,0.990491106117958,0.853142709954926,0.993224959217182,0.852748555381395,0.996778350515464,0.648408563878127,0.992706373474734,0.691422982696761,0.994543494560256,0.683370814378822,0.992933756580383,0.693707316020013,0.996807638238051,0.988989190067426,0.846179200729288,0.996449637858637,0.92741756578101,0.996743913343775,0.883148730576394,0.992139050629125,0.677693509860137,0.993468837863168,0.996661199625117,0.88543150765244,0.999707122774133,0.921609892442849,0.999707122774133,0.740836235059067
"10P14V2",0.925497846329204,0.798480929189367,0.929068172536879,0.826955848836379,0.956493631273503,0.818153144782141,0.685515230812768,0.973927223351817,0.975593315716868,0.982466628617046,0.232338782542346,0.985532336878978,0,0.932423488495761,0.530039988204309,0.940477450207286,0.556846883281155,0.979289615483303,0.47902424828721,0.956300737771633,0.523514909342873,0.974853149890624,0.971113745060015,0.921497238601569,0.99002493765586,0.991692677070828,0.848373744770646,0.857380597162942,0.971475388628964,0.711927113540897,0.834180228455466,0.870098508088409,0.992171386827169,0.999064297682417,0.949944909618586,0.979390660510459,0.955335821734044,0.963379942557722,0.995333563774628,0.920148982116445,0.980640693894582,0.729981408913353,0.990534800099968,0.912056346215749,0.9829110016044,0.989439008814386,0.990625992072439,0.323239465727615,0.939818713770888,0.408955819727651,0.967748334366991,0.369312909147671,0.970286323682916,0.897677488507822,0.984716496897457,0.501613679575292,0.943551445696326,0.743112376952757,0.998463368692376,0.744675191364324,0.946110934590881,0.63627029920044,0.997128224764275,0.970071104503536,0.559731639726077,0.994979334127849,0.823429486811632,0.996026010602624,0.621160824618467,0.942444804912933,0.951000378453705,0.563532723963957,0.997002269710077,0.634941071605427,1,0.805633858806302,0.999498981347825
"10P14V2A",0.967240986014096,0.945484115084164,0.822932669883628,0.965203616555572,0.787414333506857,0.971852229122102,0.98152626588094,0.679101217059181,0.757732017601926,0.739959156828252,0.945433264630577,0.340736319904251,0.932423488495761,0,0.938912320330509,0.418076933225517,0.968699659449784,0.808784464197767,0.942852468901085,0.737206661254654,0.943654702627141,0.810042957646314,0.683756751405143,0.680432989088724,0.626003152124529,0.717645803449685,0.961364901936125,0.948847834590001,0.874560734935392,0.945259275129885,0.946074390337573,0.820304298218903,0.733581669951109,0.757789150051202,0.992316625345495,0.993562519611744,0.988261821760006,0.992843245377736,0.817017318243541,0.974429195010839,0.994757596939324,0.947713679336292,0.859765005204124,0.977473859043149,0.756656019996886,0.769088596025981,0.844859211676182,0.942575968191844,0.791059909592231,0.943243264081651,0.841628851372584,0.943429531907524,0.846212006410388,0.987612855948188,0.736526728240981,0.941284105111333,0.713995279072173,0.98541011903017,0.725852648999814,0.973528087849089,0.748652517528864,0.99566589326381,0.99658240462445,0.831846610442269,0.991512766434305,0.94262632990951,0.988103693255255,0.934938151418432,0.941700374863984,0.700373314269815,0.990259271898066,0.990893501163515,0.898659121132505,0.994983600231526,0.934267545490327,0.994115377194675,0.777292622535123
"10P14V3",0.887779359486458,0.794862256443662,0.936325966089543,0.779609329137774,0.950352581906589,0.763467263131435,0.561048921932875,0.977108521869468,0.979532526842084,0.986405839742263,0.487905094958663,0.988049044950349,0.530039988204309,0.938912320330509,0,0.9344727967324,0.675071218530318,0.982857546502395,0.561040369669771,0.950424088088999,0.500357464546628,0.978971379991853,0.948164843431377,0.955655238182203,0.99002493765586,0.991692677070828,0.815291479739201,0.843958961978272,0.97151850973459,0.729847361515088,0.820685229521037,0.946893180514118,0.991589044904769,0.999394428744449,0.898656319344321,0.927626481147257,0.880122658030056,0.909541630487973,0.993017628759074,0.851446025767478,0.923903589295753,0.695450237702711,0.988808505731941,0.850050259593086,0.986075665120955,0.988378438020194,0.994565203197655,0.58669075793491,0.932435903622664,0.776361843039082,0.945109035850804,0.64145928227003,0.947647025166728,0.905517369417128,0.985531767306787,0.47442931149866,0.909038332100984,0.601556139798825,0.998463368692376,0.577833782661356,0.942183985702058,0.9408054196802,0.99770257981142,0.951433609740649,0.846014605590892,0.994979334127849,0.780419156582096,0.995305355125143,0.556344533751907,0.910318181243783,0.900592361669931,0.874977971822829,0.997002269710077,0.933737796019548,1,0.76081851821656,0.999384804675485
"10P14V3A",0.966942146620294,0.951575011074756,0.866540076969779,0.965191383635692,0.817538751532675,0.968632061194248,0.980396151960312,0.697752500668036,0.807051247912762,0.801831337990146,0.95014010557364,0.440823843467321,0.940477450207286,0.418076933225517,0.9344727967324,0,0.971495530791641,0.80857908910857,0.952431973225018,0.748244378057483,0.951516162689087,0.83136592115363,0.747889777703613,0.743086924534964,0.706863172995195,0.716122460623435,0.963269003490376,0.953346160895151,0.875805951762372,0.95303519843316,0.952938894277401,0.856579186708564,0.717741924435372,0.829405148119244,0.992379535124364,0.994859106707592,0.989858016185008,0.992485415067927,0.791974138720072,0.978107400391994,0.996607045480407,0.953094083414161,0.870363601455221,0.977976344174853,0.798482493389219,0.795809069729132,0.843244903557799,0.953865109574559,0.804522751906591,0.950547053092439,0.860475169812671,0.953276974894267,0.836630293496054,0.988084716782487,0.759427168810751,0.951335782589515,0.737093607514381,0.992513127118651,0.822809626088145,0.980458878020834,0.769072413516607,0.997400581959263,0.997705502652817,0.929297678404502,0.99365922636926,0.964180082970428,0.987110700233414,0.93053253933059,0.952409735115314,0.767771448914204,0.991407709102609,0.994046131762226,0.896317536938189,1,0.9328811476481,0.999650824442289,0.851164858324575
"10P15V1",0.504019205249574,0.439411682631984,0.96357442398732,0.411559654018018,0.970747494809064,0.396911436234748,0.76161234806434,0.980849835137199,0.980908819727553,0.987682699397146,0.552001398794799,0.993088097469541,0.556846883281155,0.968699659449784,0.675071218530318,0.971495530791641,0,0.986976588022085,0.355111308947497,0.965184093383034,0.460696402225639,0.98098534600749,0.97808998967824,0.975106388445177,0.990194006509151,0.993373349339736,0.446312477123792,0.459162005237302,0.976659542084184,0.445967750336725,0.452073089281856,0.962430369132278,0.991936605032671,0.999394428744449,0.52505189219313,0.760451002262979,0.811711011433389,0.740442023283286,0.993155893536122,0.685511642860582,0.891330469977514,0.35767410964443,0.990085365386824,0.464785069007272,0.987478370300456,0.995117280854529,0.995842062852538,0.571668462235247,0.964464552628317,0.669435711980751,0.982655473424152,0.538988818551711,0.97533419346392,0.455389163552014,0.992341272880447,0.731814274159827,0.951761055341176,0.782689588772618,1,0.711163754417675,0.958828046241763,0.759478432544224,0.997128224764275,0.988734890887165,0.658301173281463,0.994725765144407,0.818800897583999,0.997676665912782,0.750984216210295,0.967637002537568,0.512898026457468,0.71596922191601,0.997002269710077,0.785180572851805,1,0.843888969863126,0.999384804675485
"10P15V1A",0.985521058612221,0.985521058612221,0.800303221854974,0.986684231075732,0.788518790809555,0.986073548546495,0.988777323968281,0.742088170476691,0.874319522545641,0.82725926433996,0.986144202925113,0.78998563841992,0.979289615483303,0.808784464197767,0.982857546502395,0.80857908910857,0.986976588022085,0,0.984334045932817,0.582117106086628,0.984039762053406,0.745603616757712,0.756988772585259,0.710540942679948,0.762530390085322,0.805477590325012,0.988349021717827,0.988785562252814,0.850670199719531,0.986400791759833,0.988177337291677,0.838335856773495,0.750200503502399,0.84266658263169,0.994904346256634,0.996048639114652,0.990505018715231,0.99347427982037,0.867649844566159,0.988431474641377,0.994925317253394,0.988013635863788,0.888664281730037,0.988123602507239,0.797364377889533,0.81704110355628,0.909433010745806,0.987305835722739,0.780911245217562,0.987268270008043,0.802167144451963,0.988979095292092,0.79693149902359,0.989690297884784,0.809825080382736,0.986165322799625,0.818515554545481,0.995328359049385,0.866802493392708,0.986525143181087,0.81245457634145,0.996841924737881,0.962028049053969,0.852098667960736,0.994207347172667,0.745101177784103,0.988515340474642,0.907546991725345,0.986326915905208,0.778251111877338,0.993894034645614,0.994549284171059,0.898355836131388,0.997873978226605,0.963439957239834,0.994235669262966,0.816455821347301
"10P15V2",0.735147234961686,0.670450352929241,0.928488407195565,0.666775337653428,0.960809168919096,0.642875810620423,0.70706730646391,0.980536900505767,0.980496451865535,0.987369764765714,0.504394625163966,0.992775162838108,0.47902424828721,0.942852468901085,0.561040369669771,0.952431973225018,0.355111308947497,0.984334045932817,0,0.955449789729544,0.283288335819734,0.979935305015303,0.955238566441178,0.949646025284689,0.99002493765586,0.991692677070828,0.683491191998019,0.684208576356791,0.971475388628965,0.55071372708935,0.673701591816159,0.939308927258723,0.990511608508272,0.999394428744449,0.785384855211863,0.817088059573252,0.807291560071551,0.80221098559473,0.99526381842508,0.759835942564002,0.887918076146897,0.524448415982683,0.99525706381978,0.74269626580483,0.987165435669023,0.991107949823632,0.995529128221106,0.529642785872725,0.942805995173596,0.597135481002322,0.955218864487465,0.45406547059624,0.95105111284145,0.734292119028654,0.988481745759446,0.544087377275509,0.924874302327933,0.721882408649928,1,0.694335995809432,0.945128222121802,0.735405645399965,0.997128224764275,0.958846143315768,0.65020123041401,0.994522909957654,0.769829540734569,0.997676665912782,0.636530532746528,0.924876914771432,0.787447624407065,0.717501242700702,0.997002269710077,0.795088662287514,1,0.848866411316511,0.999724800866046
"10P15V2A",0.967846055989316,0.955497757259502,0.822688336735543,0.96820654267167,0.817907040336786,0.979303453571976,0.977091749388336,0.724186095646049,0.81824495459898,0.833751074373745,0.959269984275881,0.749792599942249,0.956300737771633,0.737206661254654,0.950424088088999,0.748244378057483,0.965184093383034,0.582117106086628,0.955449789729544,0,0.948079338644707,0.629518811231941,0.636271890608953,0.699297078260675,0.830731359895887,0.808753899942181,0.966473804759968,0.966893401554539,0.849122046015718,0.962879079205859,0.965540715085499,0.855277113356116,0.800949541833451,0.880883054235225,0.989585689805675,0.9924870756098,0.981992223268405,0.989272722492375,0.886880372591253,0.977713994676019,0.991346492290183,0.962932978940376,0.865032434413105,0.97612064286987,0.776820369578748,0.829531326296472,0.905682738821251,0.961454418610696,0.720974314593462,0.961410432515556,0.733333564639459,0.96435994174418,0.783691003593169,0.987730862413128,0.704477462092611,0.953630411136053,0.763399660868406,0.985976802616075,0.789926510273997,0.967215767193726,0.765462192182169,0.992031175585484,0.951714586405612,0.879633671390484,0.988332840391188,0.862196371363505,0.985928042917289,0.882076956175778,0.954861792967233,0.770363829036282,0.987451721723674,0.989373776379163,0.956606188510179,0.988010977899755,0.985362800327411,0.990524118724488,0.89776089962297
"10P15V3",0.741095352406754,0.652430434173509,0.922203205227945,0.672786269972074,0.961578721280285,0.649912378654026,0.640604999103621,0.98015332415399,0.980317789729216,0.986945304245519,0.513576107497755,0.992479349811443,0.523514909342873,0.943654702627141,0.500357464546628,0.951516162689087,0.460696402225639,0.984039762053406,0.283288335819734,0.948079338644707,0,0.979756642878985,0.96063935771737,0.933696491000409,0.99002493765586,0.991692677070828,0.716616310371224,0.676801442127574,0.970979495914275,0.549270640280188,0.671196944627801,0.923392883203166,0.990544401773297,0.999394428744449,0.790592741589828,0.818486160884117,0.779825640850468,0.803539162908968,0.99433114414103,0.748705933169187,0.873484442578903,0.546231777300822,0.994838189244575,0.76023947181052,0.986986773532705,0.991465558050528,0.995350466084787,0.512569040747011,0.9351944213929,0.643323592888185,0.959060003735625,0.536168428325156,0.956249883229149,0.748080720873376,0.98647253055872,0.467063735407743,0.928945657345061,0.644824687168071,1,0.581459144376607,0.942357728426321,0.825758520345806,0.997128224764275,0.965082550854923,0.735886078749514,0.994522909957654,0.711226525037475,0.997676665912782,0.61601172437327,0.924783739369359,0.792727203511041,0.788462760712944,0.997002269710077,0.858447507459018,1,0.758393177799096,0.999829112409857
"10P15V3A",0.980665950590763,0.980248239646736,0.854404419251616,0.98073457719724,0.848861619457449,0.98400582269746,0.985689868616401,0.77998435787473,0.824923962771316,0.829703009353735,0.981083661534789,0.822304487202073,0.974853149890624,0.810042957646314,0.978971379991853,0.83136592115363,0.98098534600749,0.745603616757712,0.979935305015303,0.629518811231941,0.979756642878985,0,0.798782260310274,0.797643450212025,0.86266755874246,0.888186151653644,0.981083661534789,0.98083956505178,0.913978649968141,0.980248239646736,0.980248239646736,0.898001591735268,0.845212842271647,0.902541037167192,0.995463508505485,0.996433902964973,0.99379119142059,0.994247763682413,0.922796584567933,0.992005911609781,0.997309601181362,0.981083661534789,0.901360071365819,0.98251638657047,0.828138983833434,0.882426638189609,0.943523685850211,0.980902677166811,0.841819941330244,0.980247188957079,0.852453133309097,0.981105979967268,0.869020909589946,0.98718843551918,0.775951648030751,0.980935141773846,0.801770753470066,0.997225308071415,0.85386436250237,0.983697761335999,0.863163076994483,0.99922425110395,0.969207450870374,0.927282144684352,0.997449193675456,0.894489101667735,0.988276588459004,0.926340927045162,0.979996966221584,0.847519647157359,0.994159952511927,0.994787337951204,0.94276442394296,0.999283924095954,0.96237409618625,0.998861786372105,0.918041100319312
"10P16V1",0.990731581954731,0.979074475682067,0.847281140514024,0.991152740322924,0.717094519961227,0.98975659603878,0.989140006219799,0.590302330482451,0.789550387165914,0.80301327099134,0.96357798142148,0.632616494453458,0.971113745060015,0.683756751405143,0.948164843431377,0.747889777703613,0.97808998967824,0.756988772585259,0.955238566441178,0.636271890608953,0.96063935771737,0.798782260310274,0,0.565731684233448,0.690200467282476,0.62514221459193,0.986170569224599,0.989066061425536,0.7948200269561,0.969591762530237,0.982234862286044,0.761274493550632,0.688133395321119,0.792476156988379,0.989906499311472,0.99039357846289,0.985646382251632,0.988265392836104,0.773719706571418,0.98203170013704,0.987619912709118,0.965420694717889,0.72169319748304,0.983011923329856,0.653530513874864,0.70696311524741,0.770466951055966,0.975718341073456,0.745554962289182,0.967002518798179,0.734844164538445,0.959708331628805,0.727095534745541,0.994693513963883,0.672893469850831,0.948393829455672,0.703502823065556,0.962425922335442,0.726706653310938,0.969400903056524,0.747421659994021,0.995907066329602,0.986665056368167,0.864209983191326,0.977024268445426,0.920284531664904,0.992218321768314,0.852399767728002,0.950454250015997,0.629993424446852,0.989329542056602,0.992763926884354,0.844025314780867,0.996415770609319,0.851103775080754,0.995898456167296,0.808723366801576
"10P16V2",0.96656195102484,0.927577730354682,0.815108489342012,0.971215584235853,0.531729206368785,0.982611140493541,0.984978632848771,0.633136891754323,0.788247876019588,0.742804670214074,0.958358270349485,0.655869553124433,0.921497238601569,0.680432989088724,0.955655238182203,0.743086924534964,0.975106388445177,0.710540942679948,0.949646025284689,0.699297078260675,0.933696491000409,0.797643450212025,0.565731684233448,0,0.722036020400297,0.54892221174377,0.966842249174633,0.931956436137692,0.7169664804354,0.92697568339502,0.936108418025851,0.60602738970831,0.705201795049526,0.777915837291728,0.99523579879238,0.996650125548704,0.992470441878291,0.993797055857247,0.76767475380282,0.989964319465494,0.996624653755896,0.929873848564251,0.625387006261928,0.982169330873357,0.577382319687092,0.660264212648211,0.718191841683145,0.927861616309809,0.759546319474343,0.927888694067444,0.743590414619545,0.938014410911002,0.821443018809745,0.988042017701351,0.625236005903321,0.927623949362777,0.665884083269116,0.994265651630083,0.615135220847596,0.982160140871438,0.759394607513876,0.9995948026689,0.99247238143405,0.914448109100784,0.995205300083104,0.933682731560357,0.987532078178817,0.71246657699638,0.936508947428931,0.511187580694269,0.994202374352888,0.993123256716692,0.930794610666457,0.997974013344499,0.981806075150108,0.997433750236365,0.794300795881012
"10P17V1",0.990194006509151,0.990125960782422,0.833132669403779,0.990194006509151,0.749859333916568,0.989756987650106,0.988790231179264,0.691201070010793,0.783257871206582,0.752399155643442,0.99002493765586,0.688104779896953,0.99002493765586,0.626003152124529,0.99002493765586,0.706863172995195,0.990194006509151,0.762530390085322,0.99002493765586,0.830731359895887,0.99002493765586,0.86266755874246,0.690200467282476,0.722036020400297,0,0.639078150555205,0.99002493765586,0.989900187156858,0.749612217842464,0.99002493765586,0.99002493765586,0.74769985386088,0.582293961716952,0.747115138977652,0.997910101177641,0.998761149653122,0.99582007314872,0.997410432258615,0.698755373016777,0.994778949555821,0.999396901980701,0.990194006509151,0.783688095555945,0.990194006509151,0.730744473498693,0.713883312179312,0.753042714510109,0.989903626279886,0.69607373052964,0.987047205910651,0.74905425079675,0.989950127863165,0.700178298081836,0.989998004941138,0.770213318776691,0.989936090886921,0.792735373424361,0.99924927277406,0.740450250704245,0.989951802452233,0.827241881261774,0.99983093114671,0.985538212169544,0.865681041418125,0.999736520270577,0.903131623888834,0.990647723929217,0.896495713958832,0.98909349293615,0.743786132805932,0.996606545184083,0.996980845644144,0.742781232486274,1,0.888113895821698,1,0.712550652742273
"10P17V3A",0.995726290516207,0.990808304813488,0.825428191503768,0.997916971511004,0.61928401549299,0.997046700079837,0.995117815450347,0.649102635186076,0.747682115900949,0.722360756246811,0.993373349339736,0.61573445170008,0.991692677070828,0.717645803449685,0.991692677070828,0.716122460623435,0.993373349339736,0.805477590325012,0.991692677070828,0.808753899942181,0.991692677070828,0.888186151653644,0.62514221459193,0.54892221174377,0.639078150555205,0,0.993373349339736,0.994314440346997,0.846487144306851,0.991692677070828,0.992474039880927,0.702921848003602,0.704801244841048,0.749869110340947,0.994939162594877,0.994387677766845,0.9968787515006,0.995215790080866,0.716175460159868,0.995711405035805,0.993602797137138,0.993373349339736,0.62064306823675,0.993687052791017,0.663220093133998,0.603027974016355,0.601089312437304,0.991571365694854,0.789074113351836,0.987034273056711,0.794530746964427,0.992836816318567,0.822648330834372,0.998027287747714,0.669917981744279,0.991100365277901,0.704846938447403,0.992551594928671,0.598501440826157,0.99145047301391,0.725255027031411,0.996308334336503,0.992896595578834,0.916834462579981,0.993038842425188,0.959862231374787,0.997844995002751,0.758805411014458,0.989775836967215,0.603147671314877,0.995015777229449,0.996542617046819,0.905536783682682,0.998319327731092,0.945734130682248,0.998319327731092,0.77591646932535
"10P17V3",0.193128626208449,0.238774637007197,0.958075060882152,0.221278010290795,0.972513591029567,0.199420594577751,0.890572331740983,0.980793949442075,0.980809386496967,0.987682699397146,0.864092914444179,0.993263823805061,0.848373744770646,0.961364901936125,0.815291479739201,0.963269003490376,0.446312477123792,0.988349021717827,0.683491191998019,0.966473804759968,0.716616310371224,0.981083661534789,0.986170569224599,0.966842249174633,0.99002493765586,0.993373349339736,0,0.201848892118121,0.971518509734589,0.495449320326814,0.160867267972499,0.954166229861734,0.992253080682492,0.999394428744449,0.531492039939395,0.76467638170133,0.826325624951208,0.747466108783624,0.995031179840889,0.710596982101657,0.896652256369121,0.330042670436767,0.99512996270145,0.103433544342351,0.987478370300456,0.995885233090381,0.995745366639807,0.892262048556827,0.957760115795376,0.913563621931894,0.984215175861754,0.881640206186207,0.975974369377757,0.153516423812902,0.992341272880447,0.825261118204503,0.954841922720545,0.902123186855865,1,0.824022875853044,0.959578267924774,0.968629644555167,0.999042741588092,0.991343292282623,0.93373035034494,0.996196465248371,0.925363663342083,0.997676665912783,0.868152635600148,0.961268898967771,0.514529855767578,0.953731309095058,0.997002269710077,0.998945327118702,1,0.960111633884563,0.999384804675485
"10P18V1",0.229120192110059,0.207853232928083,0.937463762118417,0.248693658205818,0.974864735936931,0.23108253970874,0.92030193457512,0.981061721895652,0.980784069228551,0.987557948898144,0.90218017123525,0.993470630591363,0.857380597162942,0.948847834590001,0.843958961978272,0.953346160895151,0.459162005237302,0.988785562252814,0.684208576356791,0.966893401554539,0.676801442127574,0.98083956505178,0.989066061425536,0.931956436137692,0.989900187156858,0.994314440346997,0.201848892118121,0,0.970979495914275,0.309880464837934,0.0727900924236854,0.919208931293905,0.991965770715393,0.998937010248108,0.534128992802254,0.765526924347539,0.823249503542038,0.74760582062874,0.995221807220908,0.71612134235002,0.897316844219129,0.296849376364642,0.995894083478719,0.239601528611046,0.987353619801454,0.995755890572883,0.995620616140804,0.872220783768344,0.954248987431182,0.869892788219522,0.985906677549334,0.870597369790708,0.977914169296921,0.292187414012952,0.992158881287742,0.808063705852525,0.959268764318962,0.924317098047169,0.999833666001331,0.84835959325672,0.961192258895191,0.932889652859924,0.99891799108909,0.993150089896414,0.943987057355581,0.996071714749369,0.897695190790571,0.997385581415111,0.868376447154602,0.959446628281351,0.514908403720636,0.96112590671466,0.996877519211075,0.998211909514305,1,0.96726207851964,0.999371693913516
"10P18V1A",0.970979495914275,0.9710226170199,0.824926590209106,0.973410125592353,0.800393459748685,0.985281897038032,0.986831109269985,0.821046484263886,0.923953637755376,0.913226670896252,0.97151850973459,0.901417940642081,0.971475388628964,0.874560734935392,0.97151850973459,0.875805951762372,0.976659542084184,0.850670199719531,0.971475388628965,0.849122046015718,0.970979495914275,0.913978649968141,0.7948200269561,0.7169664804354,0.749612217842464,0.846487144306851,0.971518509734589,0.970979495914275,0,0.970979495914275,0.970979495914275,0.672351806914302,0.784303856404764,0.902223882021143,0.996832073537013,0.997769364223744,0.99582007314872,0.996332404617987,0.854223916126305,0.993830798791913,0.998920771965465,0.97160475194584,0.897697797382657,0.98376560561799,0.849281934725506,0.842597845612248,0.838041727783131,0.971440319464241,0.738756200385546,0.971345853177518,0.705573478305982,0.971420958276195,0.737183910739326,0.988501241343264,0.876839748455902,0.971386541860025,0.848494681307204,0.998297192881097,0.848099435345858,0.985782402271572,0.882304706114417,0.997305515743888,0.730107004973043,0.786699191906067,0.998166685350308,0.67737256589938,0.989569696288588,0.820039196816377,0.970871076230506,0.716691879874424,0.995614759754705,0.996115007962431,0.758281325836256,1,0.919996234922794,0.996825282042368,0.867406607389729
"10P18V2",0.528953866487017,0.451890544618169,0.922794460868212,0.501399617025904,0.963399463837425,0.480062542594058,0.826275013010337,0.980750759433661,0.980908819727553,0.987747755562302,0.80816945524361,0.992866790903505,0.711927113540897,0.945259275129885,0.729847361515088,0.95303519843316,0.445967750336725,0.986400791759833,0.55071372708935,0.962879079205859,0.549270640280188,0.980248239646736,0.969591762530237,0.92697568339502,0.99002493765586,0.991692677070828,0.495449320326814,0.309880464837934,0.970979495914275,0,0.352172631043831,0.868124581935133,0.992423189211734,0.999394428744449,0.579484887862388,0.765150644997749,0.818046909532786,0.745412889067986,0.995679225717249,0.697036323051599,0.893986341269815,0.333255780922743,0.996018833977721,0.537000417172469,0.987478370300456,0.992384041387677,0.995745366639807,0.763709258188787,0.946204531674597,0.76105972891986,0.968743882929863,0.754633195063979,0.961880212726818,0.596591543352455,0.989331038082133,0.633066437021334,0.93951577047761,0.822313425265887,0.999397953040337,0.752445407938307,0.94834650803669,0.883741705668298,0.99874171810826,0.975987295276943,0.894772200936356,0.995993610061617,0.796680592034016,0.99707461895312,0.758281596533128,0.939606266860905,0.579619618939426,0.921366338311041,0.997002269710077,0.994807344972908,1,0.912591904402541,0.999829112409857
"10P18V3",0.205988965403363,0.216914162462992,0.931844495663756,0.236758034083615,0.968784826273896,0.204244423728489,0.912763027656672,0.981352806393324,0.980908819727553,0.987682699397146,0.891760343175914,0.993293111527648,0.834180228455466,0.946074390337573,0.820685229521037,0.952938894277401,0.452073089281856,0.988177337291677,0.673701591816159,0.965540715085499,0.671196944627801,0.980248239646736,0.982234862286044,0.936108418025851,0.99002493765586,0.992474039880927,0.160867267972499,0.0727900924236854,0.970979495914275,0.352172631043831,0,0.923166502234276,0.992423189211734,0.999394428744449,0.533241066551015,0.765526924347539,0.826301889323489,0.746176755536496,0.995679225717248,0.717535699330312,0.89641531725526,0.288359663561908,0.996018833977721,0.208571656836233,0.987352524775838,0.994902206099851,0.995842062852538,0.858649938710432,0.948699907301521,0.855076228596498,0.979826767886298,0.851551752004297,0.972412387143119,0.260786489525148,0.991441963421639,0.787275907080043,0.952487902172901,0.902552300499185,1,0.837788821263704,0.954506054403247,0.933190334484109,0.999042741588092,0.987070180233378,0.935747402404595,0.995993610061617,0.899842518108605,0.997676665912782,0.855312033978364,0.952503411676841,0.513634090149407,0.961925144650116,0.997002269710077,0.997302071623575,1,0.966466945358252,0.999829112409857
"10P18V3A",0.959671487511568,0.915748901981418,0.839738238595908,0.963529537167115,0.661419218920115,0.974989258459737,0.979267780298223,0.677316258709665,0.888966917648889,0.849298816660688,0.950817383824654,0.816538623970177,0.870098508088409,0.820304298218903,0.946893180514118,0.856579186708564,0.962430369132278,0.838335856773495,0.939308927258723,0.855277113356116,0.923392883203166,0.898001591735268,0.761274493550632,0.60602738970831,0.74769985386088,0.702921848003602,0.954166229861734,0.919208931293905,0.672351806914302,0.868124581935133,0.923166502234276,0,0.785110237465884,0.871853114615249,0.984820613601966,0.986641671500562,0.988018259480348,0.986257850861947,0.789036012601855,0.984201456678626,0.988304221602836,0.911244246215935,0.711432133684823,0.96906637165225,0.7025314489689,0.730126105841355,0.750894101138308,0.914913533602104,0.654888328825062,0.854805981916942,0.661684891757497,0.931241477992514,0.685275459123545,0.980804619188022,0.757314259969061,0.853701620277177,0.721831924212371,0.989118505119745,0.700121707746788,0.97075019129829,0.798119341991401,0.990063590560641,0.97021525053094,0.897066690508381,0.990197105267548,0.906751953164263,0.984950011205988,0.795299522514523,0.932456873832271,0.644843430032362,0.983925402214783,0.993059001963078,0.820859692326473,1,0.812885371380536,0.994430304021959,0.893707962217717
